AÑO,MES,Fecha,Tipo día,GRAN BS.AS.,BUENOS AIRES,CENTRO,LITORAL,CUYO,NOROESTE,NORESTE,COMAHUE,PATAGONICA,DEMANDA TOTAL,TEMPERATURA REFERENCIA MEDIA GBA °C
2018,2018-05-01,2018-05-16,Miercoles habiles,5729.618458333333,1808.1507083333333,1345.9787083333333,1854.5047916666665,868.72325,1171.0642083333335,916.3590833333333,605.538,630.5634583333333,14930.500666666667,13.0
2018,2018-05-01,2018-05-17,Jueves Habiles,6179.251333333334,1804.5034166666667,1358.0035416666667,1879.6377083333334,873.8134166666667,1187.1454999999999,896.2898333333333,589.8579583333334,647.77125,15416.273958333333,11.3
2018,2018-05-01,2018-05-18,Viernes habiles,6064.057958333334,1786.3770833333335,1325.0496249999999,1855.4121666666667,862.1101666666667,1186.8313333333333,906.1504583333334,583.2426666666667,638.995,15208.226458333336,13.899999999999999
2018,2018-05-01,2018-05-19,Sabado o Semilaborable,5829.474916666666,1747.4249166666666,1184.2965833333333,1700.4031666666667,823.5208333333334,1107.6636666666666,828.5994999999999,564.2858333333334,627.6075,14413.276916666668,11.649999999999999
2018,2018-05-01,2018-05-20,Domingo o Feriado,5404.758958333333,1594.2791666666665,1085.3662916666667,1568.739125,772.509375,1036.2932083333333,805.2594166666667,535.0582499999999,615.0906666666666,13417.354458333331,12.55
2018,2018-05-01,2018-05-21,Lunes habiles,6144.818375,1817.1500833333332,1333.3946666666668,1911.3042916666666,862.4837916666667,1172.4505416666666,895.7351666666667,588.3465416666667,638.2610416666666,15363.944500000001,15.25
2018,2018-05-01,2018-05-22,Martes Habiles,6462.839791666666,1886.6227083333333,1387.441375,1952.8509583333334,890.2736249999999,1214.6809583333334,922.2060833333334,598.147625,641.1567083333333,15956.21983333333,12.0
2018,2018-05-01,2018-05-23,Miercoles habiles,6369.9248333333335,1870.3874166666667,1391.324625,1932.6265833333334,892.7857916666667,1222.2195833333333,939.0213333333332,601.689875,639.1325833333334,15859.112625000002,14.700000000000001
2018,2018-05-01,2018-05-24,Jueves Habiles,6054.000333333333,1865.2629583333335,1366.1719583333334,1919.5876250000001,885.5761666666667,1203.9484166666666,951.29425,594.587375,644.5755,15485.004583333335,15.05
2018,2018-05-01,2018-05-25,Domingo o Feriado,5291.272416666667,1613.081625,1168.745375,1710.4200833333334,800.5443333333333,1104.6607916666667,865.5139583333333,550.0686666666667,619.78,13724.087249999999,14.799999999999999
2018,2018-05-01,2018-05-26,Sabado o Semilaborable,5143.573125,1685.1259583333333,1136.5545833333333,1674.9232916666667,811.1384583333333,1119.266875,851.6505833333334,558.2533333333333,627.195875,13607.682083333333,15.4
2018,2018-05-01,2018-05-27,Domingo o Feriado,4610.105375,1563.8678333333335,1038.8180833333333,1502.6155416666668,770.9232499999999,1038.209,832.7257083333334,534.5352916666667,616.302125,12508.102208333336,17.4
2018,2018-05-01,2018-05-28,Lunes habiles,5303.283,1768.0675416666666,1258.2835833333334,1788.6428333333333,875.8259166666667,1157.1116666666667,934.3609166666666,589.9725,782.4919583333334,14458.039916666668,21.3
2018,2018-05-01,2018-05-29,Martes Habiles,5258.195125,1784.28625,1308.074625,1834.908625,889.3596666666667,1197.1165416666665,930.81525,599.0173333333333,892.9776666666667,14694.751083333333,20.9
2018,2018-05-01,2018-05-30,Miercoles habiles,5546.953125,1786.702625,1354.7340416666666,1835.0757083333335,921.3406666666666,1214.5270833333334,926.8480833333333,604.7290833333333,890.1304583333334,15081.040875,18.0
2018,2018-05-01,2018-05-31,Jueves Habiles,6500.190208333333,1863.7899166666666,1486.0398333333333,1970.5160416666668,967.4796249999999,1274.3541666666667,912.0661666666666,609.7047083333333,891.8809583333333,16476.021625,12.05
2018,2018-06-01,2018-06-01,Viernes habiles,6795.1977916666665,1842.6053333333332,1498.993375,1970.725375,973.8534583333334,1345.425125,929.9995833333334,617.9409166666667,835.8374583333333,16810.578416666667,10.45
2018,2018-06-01,2018-06-02,Sabado o Semilaborable,6502.277791666666,1793.636125,1344.7927916666665,1851.1877083333331,949.124875,1352.44075,958.7845000000001,582.8375,630.2824166666667,15965.364458333332,9.1
2018,2018-06-01,2018-06-03,Domingo o Feriado,6137.7744999999995,1610.7349166666665,1294.5262500000001,1743.2875416666666,895.9237083333334,1328.86375,946.5142083333334,562.254375,744.5392499999999,15264.418500000002,8.95
